4, 5, 11, 59
4, 5, 12, 144
4, 5, 13, 196
4, 5, 14, 217
4, 5, 15, 216
4, 5, 16, 198
4, 5, 17, 138
4, 5, 18, 56
4, 6, 11, 8
4, 6, 12, 19
4, 6, 13, 48
4, 6, 14, 55
4, 6, 15, 74
4, 6, 16, 57
4, 6, 17, 35
4, 6, 18, 10
5, 5, 9, 64
5, 5, 10, 200
5, 5, 11, 254
5, 5, 12, 246
5, 5, 13, 226
5, 5, 14, 237
5, 5, 15, 258
5, 5, 16, 226
5, 5, 17, 213
5, 5, 18, 222
5, 5, 19, 177
5, 5, 20, 47
5, 6, 9, 8
5, 6, 10, 51
5, 6, 11, 63
5, 6, 12, 81
5, 6, 13, 81
5, 6, 14, 91
5, 6, 15, 96
5, 6, 16, 129
5, 6, 17, 158
5, 6, 18, 155
5, 6, 19, 83
5, 6, 20, 15
6, 5, 8, 111
6, 5, 9, 192
6, 5, 10, 207
6, 5, 11, 183
6, 5, 12, 92
6, 5, 13, 56
6, 5, 14, 20
6, 5, 15, 28
6, 5, 16, 71
6, 5, 17, 124
6, 5, 18, 196
6, 5, 19, 195
6, 5, 20, 189
6, 5, 21, 91
6, 6, 8, 31
6, 6, 9, 121
6, 6, 10, 110
6, 6, 11, 61
6, 6, 12, 22
6, 6, 13, 4
6, 6, 16, 5
6, 6, 17, 41
6, 6, 18, 153
6, 6, 19, 185
6, 6, 20, 152
6, 6, 21, 35
7, 5, 7, 88
7, 5, 8, 193
7, 5, 9, 168
7, 5, 10, 101
7, 5, 11, 10
7, 5, 18, 195
7, 5, 19, 182
7, 5, 20, 179
7, 5, 21, 170
7, 5, 22, 84
7, 6, 7, 38
7, 6, 8, 142
7, 6, 9, 131
7, 6, 10, 28
7, 6, 18, 108
7, 6, 19, 192
7, 6, 20, 187
7, 6, 21, 153
7, 6, 22, 43
8, 5, 6, 51
8, 5, 7, 192
8, 5, 8, 165
8, 5, 9, 64
8, 5, 17, 80
8, 5, 18, 206
8, 5, 19, 169
8, 5, 20, 106
8, 5, 21, 164
8, 5, 22, 180
8, 5, 23, 45
8, 6, 6, 13
8, 6, 7, 157
8, 6, 8, 149
8, 6, 9, 27
8, 6, 17, 15
8, 6, 18, 156
8, 6, 19, 82
8, 6, 20, 52
8, 6, 21, 137
8, 6, 22, 133
8, 6, 23, 13
9, 5, 6, 152
9, 5, 7, 171
9, 5, 8, 122
9, 5, 16, 26
9, 5, 17, 204
9, 5, 18, 176
9, 5, 19, 9
9, 5, 21, 103
9, 5, 22, 164
9, 5, 23, 158
9, 6, 6, 117
9, 6, 7, 196
9, 6, 8, 57
9, 6, 17, 112
9, 6, 18, 111
9, 6, 21, 43
9, 6, 22, 160
9, 6, 23, 72
10, 5, 5, 60
10, 5, 6, 145
10, 5, 7, 170
10, 5, 8, 16
10, 5, 14, 11
10, 5, 15, 26
10, 5, 16, 163
10, 5, 17, 189
10, 5, 18, 53
10, 5, 21, 8
10, 5, 22, 175
10, 5, 23, 208
10, 5, 24, 45
10, 6, 5, 19
10, 6, 6, 203
10, 6, 7, 161
10, 6, 16, 73
10, 6, 17, 143
10, 6, 18, 8
10, 6, 22, 95
10, 6, 23, 152
10, 6, 24, 6
10, 21, 19, 8
10, 22, 15, 4
10, 22, 17, 11
10, 22, 18, 25
11, 5, 5, 94
11, 5, 6, 98
11, 5, 7, 124
11, 5, 12, 15
11, 5, 13, 140
11, 5, 14, 178
11, 5, 15, 207
11, 5, 16, 191
11, 5, 17, 123
11, 5, 22, 143
11, 5, 23, 195
11, 5, 24, 118
11, 6, 5, 79
11, 6, 6, 265
11, 6, 7, 103
11, 6, 13, 69
11, 6, 14, 128
11, 6, 15, 136
11, 6, 16, 141
11, 6, 17, 51
11, 6, 22, 46
11, 6, 23, 173
11, 6, 24, 47
11, 7, 17, 10
11, 20, 21, 5
11, 21, 17, 9
11, 21, 18, 37
11, 21, 19, 97
11, 21, 20, 128
11, 21, 21, 78
11, 22, 13, 6
11, 22, 14, 92
11, 22, 15, 156
11, 22, 16, 188
11, 22, 17, 188
11, 22, 18, 228
11, 22, 19, 214
11, 22, 20, 167
11, 22, 21, 58
11, 23, 14, 61
11, 23, 15, 172
11, 23, 16, 235
11, 23, 17, 221
11, 23, 18, 172
11, 23, 19, 173
11, 23, 20, 118
11, 24, 15, 63
11, 24, 16, 97
11, 24, 17, 156
11, 24, 18, 191
11, 24, 19, 87
11, 24, 20, 9
11, 25, 17, 38
11, 25, 18, 9
11, 25, 19, 15
11, 25, 20, 6
12, 5, 5, 107
12, 5, 6, 77
12, 5, 7, 116
12, 5, 8, 95
12, 5, 9, 78
12, 5, 10, 72
12, 5, 11, 71
12, 5, 12, 149
12, 5, 13, 168
12, 5, 14, 102
12, 5, 15, 93
12, 5, 16, 192
12, 5, 17, 168
12, 5, 22, 91
12, 5, 23, 220
12, 5, 24, 159
12, 6, 5, 137
12, 6, 6, 297
12, 6, 7, 208
12, 6, 8, 73
12, 6, 9, 42
12, 6, 10, 25
12, 6, 11, 12
12, 6, 12, 86
12, 6, 13, 178
12, 6, 14, 253
12, 6, 15, 283
12, 6, 16, 131
12, 6, 17, 27
12, 6, 22, 20
12, 6, 23, 155
12, 6, 24, 72
12, 20, 21, 18
12, 20, 22, 84
12, 20, 23, 17
12, 21, 19, 22
12, 21, 20, 34
12, 21, 21, 155
12, 21, 22, 164
12, 21, 23, 28
12, 22, 12, 70
12, 22, 13, 182
12, 22, 14, 85
12, 22, 15, 37
12, 22, 16, 5
12, 22, 19, 28
12, 22, 20, 103
12, 22, 21, 191
12, 22, 22, 168
12, 23, 12, 50
12, 23, 13, 184
12, 23, 14, 240
12, 23, 15, 105
12, 23, 16, 54
12, 23, 17, 63
12, 23, 18, 65
12, 23, 19, 71
12, 23, 20, 171
12, 23, 21, 208
12, 23, 22, 119
12, 24, 13, 42
12, 24, 14, 248
12, 24, 15, 255
12, 24, 16, 178
12, 24, 17, 121
12, 24, 18, 115
12, 24, 19, 188
12, 24, 20, 233
12, 24, 21, 232
12, 24, 22, 13
12, 25, 13, 6
12, 25, 14, 77
12, 25, 15, 302
12, 25, 16, 392
12, 25, 17, 357
12, 25, 18, 344
12, 25, 19, 282
12, 25, 20, 128
12, 25, 21, 4
12, 26, 15, 4
13, 5, 5, 106
13, 5, 6, 52
